"subjectID","Source","n_obs","activityIndex","activityDesc","mean_bodyaccel_x","mean_BodyAcc_X","mean_tBodyAcc_Y","std_tBodyAcc_Y","mean_tGravityAcc_Y","mean_tGravityAcc_Z","std_tGravityAcc_Z","mean_tBodyAccJerk_Z","std_tBodyAccJerk_Z","mean_tBodyGyro_Z","std_tBodyGyro_Z","mean_tBodyGyroJerk_Z","std_tBodyGyroJerk_Z","mean_fBodyAcc_Y","std_fBodyAcc_Y","meanFreq_fBodyAcc_Y","mean_fBodyAccJerk_Y","std_fBodyAccJerk_Y","meanFreq_fBodyAccJerk_Y","mean_fBodyGyro_Y","std_fBodyGyro_Y","meanFreq_fBodyGyro_Y","mean_tBodyAcc_Z","std_tBodyAcc_Z","std_tGravityAcc_X","mean_tBodyAccJerk_X","std_tBodyAccJerk_X","mean_tBodyGyro_X","std_tBodyGyro_X","mean_tBodyGyroJerk_X","std_tBodyGyroJerk_X","mean_fBodyAcc_Z","std_fBodyAcc_Z","meanFreq_fBodyAcc_Z","mean_fBodyAccJerk_Z","std_fBodyAccJerk_Z","meanFreq_fBodyAccJerk_Z","mean_fBodyGyro_Z","std_fBodyGyro_Z","meanFreq_fBodyGyro_Z","mean_tBodyAcc_X","std_tBodyAcc_X","mean_tGravityAcc_X","std_tGravityAcc_Y","mean_tBodyAccJerk_Y","std_tBodyAccJerk_Y","mean_tBodyGyro_Y","std_tBodyGyro_Y","mean_tBodyGyroJerk_Y","std_tBodyGyroJerk_Y","mean_fBodyAcc_X","std_fBodyAcc_X","meanFreq_fBodyAcc_X","mean_fBodyAccJerk_X","std_fBodyAccJerk_X","meanFreq_fBodyAccJerk_X","mean_fBodyGyro_X","std_fBodyGyro_X","meanFreq_fBodyGyro_X","meanFreq_fBodyBodyAccJerkMag","meanFreq_fBodyBodyGyroMag","meanFreq_fBodyBodyGyroJerkMag","mean_fBodyAccMag","mean_fBodyBodyAccJerkMag","mean_fBodyBodyGyroMag","mean_fBodyBodyGyroJerkMag","std_fBodyAccMag","std_fBodyBodyAccJerkMag","std_fBodyBodyGyroMag","std_fBodyBodyGyroJerkMag","meanFreq_fBodyAccMag","mean_tGravityAccMag","std_tBodyAccJerkMag","mean_tBodyGyroJerkMag","mean_tBodyAccMag","std_tGravityAccMag","mean_tBodyGyroMag","std_tBodyGyroJerkMag","std_tBodyAccMag","mean_tBodyAccJerkMag","std_tBodyGyroMag"
1,"TRAIN",47,4,"SITTING",0.261237565425532,0.261237565425532,-0.00130828765170213,-0.922618641914893,0.204411592680851,0.332043702765957,-0.94904093319149,-0.00336779235021277,-0.987910804468085,0.0629313811914893,-0.941425920851064,-0.046702627,-0.987935806382978,-0.944084550425532,-0.917275006382979,0.0759460768510638,-0.981579467021277,-0.982513909574468,0.0475437839595745,-0.975838585319149,-0.962345042553192,0.0631270669787234,-0.104544182255319,-0.93958629106383,-0.968457145744681,0.0774825199574468,-0.986430711276596,-0.045350056512766,-0.97721128319149,-0.0936793807234042,-0.991731592127659,-0.959184889148936,-0.934469558085106,0.238829870148936,-0.986053092340426,-0.988339184893617,0.0923920032553192,-0.951315544468085,-0.943917841063829,-0.0297839207446808,0.261237565425532,-0.977229008297872,0.831509933404255,-0.935517055957447,-0.000619102785106384,-0.981371965319149,-0.0919241549361702,-0.966473895319149,-0.0402118124255319,-0.989518068510638,-0.979641238723404,-0.976412313191489,-0.0495135975489361,-0.986597022553191,-0.987492994468085,0.256610823568085,-0.976161464042553,-0.977904227021277,0.189153021260851,0.351852201957447,-0.000262186717021269,0.184775928085106,-0.947782922553192,-0.985262126808511,-0.958435589361702,-0.989797547234043,-0.928444801702128,-0.981606177446808,-0.932198374893617,-0.987049617234042,0.236655011680851,-0.948536786170213,-0.984120024042553,-0.991976341276596,-0.948536786170213,-0.927078418723404,-0.93089249,-0.988308728510638,-0.927078418723404,-0.987364195531915,-0.934531840425532
2,"TEST",46,4,"SITTING",0.27708735173913,0.27708735173913,-0.0156879937282609,-0.950704499130435,-0.105630024498783,0.19872676876087,-0.954415873043478,0.00760546929869565,-0.987518211739131,0.0412277462173913,-0.959803708695652,-0.04358509665,-0.985542325652174,-0.957343498478261,-0.950073754130435,0.150193956163043,-0.977139702826087,-0.980804228478261,0.0262448647134783,-0.982100923695652,-0.977356188695652,-0.192142737913044,-0.109218272456522,-0.95982817173913,-0.979988760869565,0.0722564387173913,-0.988055854130435,-0.0454706620434783,-0.985742027826087,-0.0936328412826087,-0.989709023043478,-0.970162172608696,-0.956862864130435,0.0960646759586956,-0.985129050217391,-0.988570804130435,0.0929030630369565,-0.959814822391305,-0.963522659782609,0.0409472348676087,0.27708735173913,-0.986822279565217,0.940477273043478,-0.956750273043478,0.0116954511323913,-0.977983955434783,-0.0599286797043478,-0.978919526956522,-0.0415602029130435,-0.990889614782609,-0.985803840652174,-0.98736209,0.08519282071,-0.987848793695652,-0.989459107391304,0.305546818084783,-0.982621389565217,-0.986808501521739,0.130523120891304,0.280062423956522,-0.106358909173913,0.1947221493,-0.961273748260869,-0.983874698913044,-0.971840596086956,-0.989861950869565,-0.955575602173913,-0.984124185869565,-0.961385745217391,-0.989632908913044,0.130934202854348,-0.967893623913044,-0.984475868043478,-0.991081493913043,-0.967893623913044,-0.953081444130435,-0.946035087173913,-0.989594919565217,-0.953081444130435,-0.986774713043478,-0.961313624130435
3,"TRAIN",52,4,"SITTING",0.257197599134615,0.257197599134615,-0.00350299841730769,-0.856617812115384,0.127303379245962,0.139020582461539,-0.897736318269231,-0.00423348373557693,-0.974661565961538,0.0940113975530769,-0.926413710384615,-0.0590079966686538,-0.973751670576923,-0.891907751346154,-0.8496556575,-0.00661630574807692,-0.954170151346154,-0.956461756730769,-0.0959148729942308,-0.95617355,-0.939609988461538,-0.166042259123077,-0.0983579203269231,-0.875110175384615,-0.957324457884616,0.0726098418653846,-0.974467390384615,-0.0385365204807692,-0.965434768461538,-0.103605889057692,-0.972546905961539,-0.917987925384615,-0.864322464038461,0.0478619586153846,-0.970845669423077,-0.9771595725,-0.0437473433390385,-0.934967958846154,-0.930633150769231,-0.0387467420096154,0.257197599134615,-0.971010120961538,0.901098984615385,-0.903923008269231,0.00272529134230769,-0.953631390961538,-0.07524100275,-0.944854571346154,-0.0360909881807692,-0.978635908653846,-0.970154440961538,-0.971605878461539,0.0312989368846154,-0.974950363461539,-0.976283534807692,0.215731832596154,-0.957550637692308,-0.968013062884615,0.0520844490903846,0.286795769778846,-0.115525765230769,0.0871902338923077,-0.904185725576923,-0.965888891730769,-0.946664943653846,-0.977898105576923,-0.874626592115385,-0.966568852884615,-0.925449629,-0.976689802692308,0.02816007875,-0.895383350192308,-0.966550084230769,-0.977998051923077,-0.895383350192308,-0.8703017,-0.919354372307692,-0.976772675961539,-0.8703017,-0.969080752884615,-0.925518103807693
4,"TEST",50,4,"SITTING",0.27153827992,0.27153827992,-0.007163065158,-0.89022398108,0.211622539936894,0.11012048108,-0.9509492546,-0.0121499951596,-0.9790387658,0.10115033478,-0.9279722294,-0.0489964351672,-0.968804831600001,-0.9057829318,-0.8894673494,0.07878600934,-0.9442983908,-0.949293158,-0.075289966262,-0.9675836478,-0.954120419,-0.394745539548,-0.10587459588,-0.9322030066,-0.9814052948,0.0784500239,-0.9767421962,-0.04944351156,-0.970131790400001,-0.09694948424,-0.9698997312,-0.9517837432,-0.9269993168,0.01209426602,-0.9751549056,-0.9816994482,0.012245576986,-0.9337768922,-0.9328683544,-0.1457260342,0.27153827992,-0.980309931,0.8693030064,-0.93272710386,-0.0108582171094,-0.9445961056,-0.08943006108,-0.9584681204,-0.041848389996,-0.984441358,-0.9774624984,-0.9819081892,0.037381761194,-0.9768457126,-0.9787769122,0.2130199199042,-0.9605896358,-0.973333107,0.1090926580982,0.22719801466,-0.20008475764,0.08593420296,-0.929002095,-0.9625007338,-0.9487697524,-0.9765477634,-0.9198157096,-0.9615845194,-0.9288505544,-0.9762617538,0.028092110644,-0.93569482,-0.9625491104,-0.9804904618,-0.93569482,-0.9144078448,-0.9260633138,-0.9758066902,-0.9144078448,-0.9701322836,-0.928898293
5,"TRAIN",44,4,"SITTING",0.273694139545455,0.273694139545455,-0.00990083527045455,-0.904335121022727,0.168445524,0.143006857611364,-0.945008999545454,0.00338609594827273,-0.973436529545454,0.0823934451590909,-0.940637937045455,-0.0487714733568182,-0.964878512727273,-0.921434735681818,-0.9022915301,0.0684590033636364,-0.954237489772727,-0.954464442045455,-0.131861736040909,-0.955460359318182,-0.947571471590909,-0.187706341013636,-0.108540300265909,-0.926094740227273,-0.983137541590909,0.0749577410909091,-0.975204850227273,-0.0422355209795455,-0.966225485,-0.0889747665681818,-0.966037012045454,-0.946064216818182,-0.92184351,0.0403161796295455,-0.969501330681818,-0.97602233,-0.0644960732795454,-0.938003425909091,-0.947346476590909,0.0966833908409091,0.273694139545455,-0.980945022045455,0.880731443863637,-0.939942979795455,-0.00278773346136364,-0.952786261136364,-0.0835484079545454,-0.950064068181818,-0.0454702982386364,-0.975433911363636,-0.977450812045454,-0.9825908425,-0.0209330490795455,-0.976024951136364,-0.976530547272727,0.0757356169022727,-0.957117251818182,-0.969390369318182,0.125891358536364,0.245936717454545,-0.0057835008659091,0.08129013264,-0.936290604545455,-0.964440302272727,-0.944760322045454,-0.971598370227273,-0.925669291136363,-0.96654532340909,-0.934746865454545,-0.970675403409091,0.0586075165227273,-0.9379783225,-0.965757731590909,-0.973848287045454,-0.9379783225,-0.920939027727273,-0.934301646590909,-0.970392610454546,-0.920939027727273,-0.969320155681818,-0.931414810454545
6,"TRAIN",55,4,"SITTING",0.276778487454545,0.276778487454545,-0.0145911615290909,-0.923682131090909,0.0682628663363637,0.0695219657167273,-0.955475832363636,0.00623727782090909,-0.958572952545455,0.0854346006181819,-0.939681350909091,-0.0465504310978182,-0.958787671272727,-0.928264365454546,-0.925676956,0.123381829747273,-0.947070821272727,-0.946880042,-0.150934459496364,-0.943857393090909,-0.944901470363636,-0.129239217950909,-0.110127728709091,-0.925797097090909,-0.988872369272727,0.0754721635223636,-0.969929476363637,-0.0372442282830909,-0.957367681818182,-0.0936693524363636,-0.943714804727273,-0.935798115272727,-0.925768475636364,0.0818455300187273,-0.954199785636364,-0.961636555090909,-0.0913484667963636,-0.934764895454546,-0.947326797818182,0.0438103632909091,0.276778487454545,-0.980164933636364,0.933692934909091,-0.960875994727273,2.55649799999903e-06,-0.945143686181818,-0.0899083302550909,-0.944130044727273,-0.0333986700025455,-0.961780726363637,-0.975351454727273,-0.982451284727273,0.00304695404363636,-0.971037479818182,-0.971488767454546,0.0999400617187273,-0.939671400545455,-0.963407046545454,0.139409516872727,0.171844519818182,0.0461735838090909,0.121846501998182,-0.935750391272727,-0.948348653636364,-0.929725679272728,-0.952034566,-0.939547202909091,-0.947304700363636,-0.929549141636364,-0.951196693454545,0.128902046152727,-0.949543531272728,-0.948181827818181,-0.962929227818182,-0.949543531272728,-0.931572655636364,-0.932703812181818,-0.950150571818182,-0.931572655636364,-0.962733502,-0.921259472727273
7,"TRAIN",48,4,"SITTING",0.284674637291667,0.284674637291667,-0.01461097580375,-0.909454698541667,0.00608846646041667,0.0649636250354167,-0.868602535416667,0.0162004141964583,-0.972256472708333,0.0259476655145833,-0.937021208541667,-0.0454566269166667,-0.980954665416667,-0.93149063375,-0.904629195833333,0.0147166711666667,-0.969423612916667,-0.971814980208334,-0.0815021323520833,-0.956678065,-0.93824472,-0.308762329160625,-0.122464597625,-0.8565329414375,-0.957082433333333,0.0668519793125,-0.982158098125,-0.04963797197125,-0.941870953333333,-0.0938155625083333,-0.974369045625,-0.904675337916667,-0.844083052916667,-0.1017660835625,-0.968503504791667,-0.974699194375,-0.0857527580416666,-0.9474199325,-0.939826018125,-0.0187739586583333,0.284674637291667,-0.972668374583333,0.969147824375,-0.945436264583333,0.0116863419310417,-0.969458676458333,-0.03361196465625,-0.944124336458333,-0.0396444885,-0.981024680625,-0.972697126875,-0.972879966041667,-0.0334312226625,-0.982037243958333,-0.984026344375,0.180132581508333,-0.9436317575,-0.9427264225,-0.071630230475,0.18122972525,-0.142830891383333,0.0553638918958334,-0.90895677625,-0.970954184166667,-0.933081955208333,-0.978634991458333,-0.88691563825,-0.9684948675,-0.895804978125,-0.97496593875,-0.0112330111875,-0.918432107083334,-0.970243274166666,-0.981665122291667,-0.918432107083334,-0.881957619770834,-0.897870535,-0.976214430208333,-0.881957619770834,-0.976559676458333,-0.898063314375
8,"TRAIN",46,4,"SITTING",0.267491472934783,0.267491472934783,-0.00672550621304348,-0.927331997021739,0.240095117065217,0.263895185521739,-0.935475331521739,-0.0106808920069565,-0.985285807173913,0.0716048809782609,-0.959623548478261,-0.0445732240217391,-0.985241405434783,-0.94421971826087,-0.923829969347826,0.107278338519565,-0.980221104565217,-0.983038783478261,0.0527157003152174,-0.97658989,-0.96892443326087,-0.261139449513043,-0.104461049130435,-0.939553030217391,-0.966757967173913,0.0786713761086957,-0.985188753695652,-0.0547396987173913,-0.984524052826087,-0.0923150250434782,-0.993264647391304,-0.959436275869565,-0.933889846521739,0.060048457826087,-0.982995311086957,-0.986185349347826,0.00883768081521739,-0.961798676956522,-0.962632253913043,-0.0430176558469565,0.267491472934783,-0.979026152391305,0.832453878043478,-0.937462301369565,-0.00657516306713043,-0.980784606086956,-0.0955089236521739,-0.97150069673913,-0.0402673770652174,-0.988876276739131,-0.981142909782609,-0.978256730652174,-0.164187373097826,-0.984977270652174,-0.986913610652174,0.227828617,-0.982200309782609,-0.985339301521739,0.116741556823913,0.306787560913043,-0.141126202673913,0.166638747782609,-0.947981783478261,-0.980932292391304,-0.965806789347826,-0.987730604130435,-0.93172124,-0.97932021173913,-0.953251156521739,-0.986147262608696,0.121543001092174,-0.952139704347826,-0.980667377391304,-0.991807428043478,-0.952139704347826,-0.929943615630435,-0.932682243260869,-0.986756670869565,-0.929943615630435,-0.986061512173913,-0.953001632173913
9,"TEST",50,4,"SITTING",0.24832674354,0.24832674354,-0.02701677698,-0.875141405,-0.0414258228938,0.085263099144,-0.88585411242,-0.008674672651,-0.9618894376,0.0807919285908,-0.9301768338,-0.052841489994,-0.9687388914,-0.911683219,-0.86761360746,-0.120093395898,-0.9580073906,-0.9585229866,-0.27190085077,-0.9396930078,-0.910583361,-0.359739581712,-0.07537846886,-0.83200187268,-0.9552804062,0.077005006374,-0.9645358564,-0.042328876778,-0.9590200492,-0.0930708106,-0.9645323452,-0.8922013438,-0.818001834824,-0.1317488734546,-0.9575269752,-0.9649413418,-0.267665734806,-0.940312313,-0.9341874784,-0.17324215306,0.24832674354,-0.9572277914,0.9163245106,-0.94645197,0.009817397262,-0.9567775448,-0.04142711812,-0.9191882264,-0.046663441472,-0.9719274472,-0.959413594,-0.956903459,-0.109383841734,-0.9655962396,-0.9666604036,0.02039798558,-0.950315237,-0.9618360162,-0.128144114548,0.0974700202614,-0.19597005159,0.031534866288,-0.8977181972,-0.9530504408,-0.9344377378,-0.9683155878,-0.8691725114,-0.9493949814,-0.9064712292,-0.9659970148,-0.08061344386,-0.8933617176,-0.9517802432,-0.9733641366,-0.8933617176,-0.8637564342,-0.9032355368,-0.9663610734,-0.8637564342,-0.964383757,-0.9066063206
10,"TEST",54,4,"SITTING",0.270612056481481,0.270612056481481,-0.015042681852037,-0.917979529962963,-0.041260775,0.20253457287037,-0.966898520555556,-0.00499566427666667,-0.988255803703704,0.0745958869444445,-0.960445962037037,-0.048941191502963,-0.990259813148148,-0.9404502,-0.912838063018519,0.0279319737981481,-0.980962856111111,-0.982045591111112,-0.0261859265331481,-0.986179215555556,-0.983579646666666,0.0677252285555555,-0.104253238796296,-0.967826981666667,-0.973128354074074,0.0775372505185185,-0.988946414074074,-0.0432432176851852,-0.988873097222222,-0.0931555026481481,-0.992326657222222,-0.97464465462963,-0.966121042592593,0.23364402002912,-0.986056767777778,-0.98911086,0.117530736503704,-0.96539546962963,-0.962418559814815,-0.084443595962963,0.270612056481481,-0.982901825925926,0.791887198148148,-0.935690006481481,0.00897875458703704,-0.980756789814815,-0.0679993598888889,-0.984373304814815,-0.0411216540925926,-0.992584494814815,-0.984943144259259,-0.982242427777778,-0.0826140728898148,-0.989365013888889,-0.989550917407407,0.193449216333333,-0.986477363333333,-0.989712360740741,0.214105020574074,0.324762092796296,0.00581337385185185,0.344008502777778,-0.955281010740741,-0.985900801111111,-0.974459732592592,-0.992191529259259,-0.941511952777777,-0.983266741481482,-0.962459956111111,-0.991409100925926,0.221566081296296,-0.96075719962963,-0.985209856296296,-0.993707487592592,-0.96075719962963,-0.939669591481481,-0.944202043703704,-0.991696196481481,-0.939669591481481,-0.988054237592593,-0.963064577592592
